Id,ItemId,BidGold,BidSilver,BuyoutGold,BuyoutSilver,Quantity,TimeLeft,Rand,Seed,FirstTimeSeenYear,FirstTimeSeenMonth,FirstTimeSeenDay,FirstTimeSeenHour,TimesSeen,ItemName,Quality,Level,RequiredLevel,ItemClass,ItemSubClass,PurchasePriceGold,PurchasePriceSilver,SellPriceGold,SellPriceSilver,MaxCount,IsEquippable,IsStackable
1422455667,6342,0,0,0,0,1,VERY_LONG,,,2021,9,18,22,24,Formula: Enchant Chest - Minor Mana,Uncommon,12,0,Recipe,Enchanting,0,3,0,0,0,False,False
1422568665,6272,2,89,2,89,1,VERY_LONG,,,2021,9,18,22,24,Pattern: Blue Linen Robe,Common,14,0,Recipe,Tailoring,0,3,0,0,0,False,False
1422659778,5504,1,95,2,15,3,VERY_LONG,,,2021,9,18,22,5,Tangy Clam Meat,Common,23,0,Trade Goods,Meat,0,0,0,0,0,False,True
1422667294,5637,0,1,0,5,1,VERY_LONG,,,2021,9,18,22,24,Large Fang,Common,30,0,Trade Goods,Other,0,3,0,0,0,False,True
1422707945,2775,4,65,4,90,1,LONG,,,2021,9,18,22,6,Silver Ore,Uncommon,10,0,Trade Goods,Metal & Stone,0,3,0,0,0,False,True
1422707979,4340,0,75,0,76,1,VERY_LONG,,,2021,9,18,22,18,Gray Dye,Common,25,0,Trade Goods,Other,0,3,0,0,0,False,True
1422716447,3388,7,42,7,50,3,VERY_LONG,,,2021,9,18,22,24,Strong Troll's Blood Potion,Common,25,15,Consumable,Potion,0,1,0,0,0,False,True
1422736610,6037,0,25,0,27,1,LONG,,,2021,9,18,22,6,Truesilver Bar,Uncommon,50,0,Trade Goods,Metal & Stone,0,50,0,12,0,False,True
1422738583,2318,0,2,0,3,1,VERY_LONG,,,2021,9,18,22,24,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1421563741,6057,6,65,6,65,1,MEDIUM,,,2021,9,18,22,4,Recipe: Nature Protection Potion,Common,38,0,Recipe,Alchemy,0,20,0,5,0,False,False
1421645776,4357,0,23,0,25,5,VERY_LONG,,,2021,9,18,22,21,Rough Blasting Powder,Common,5,0,Trade Goods,Parts,0,0,0,0,0,False,True
1421650009,3577,1,0,1,0,1,VERY_LONG,,,2021,9,18,22,6,Gold Bar,Uncommon,30,0,Trade Goods,Metal & Stone,0,24,0,6,0,False,True
1421716504,4400,7,59,7,59,1,LONG,,,2021,9,18,22,5,Heavy Stock,Common,25,0,Trade Goods,Parts,0,20,0,5,0,False,True
1421845807,3827,0,28,0,28,1,VERY_LONG,,,2021,9,18,22,19,Mana Potion,Common,32,22,Consumable,Potion,0,4,0,1,0,False,True
1421897336,5637,0,6,0,6,1,VERY_LONG,,,2021,9,18,22,24,Large Fang,Common,30,0,Trade Goods,Other,0,3,0,0,0,False,True
1422023471,2901,0,45,0,45,1,VERY_LONG,,,2021,9,18,22,24,Mining Pick,Common,4,1,Weapon,Miscellaneous,0,0,0,0,0,True,False
1422211229,5075,0,1,0,1,1,LONG,,,2021,9,18,22,9,Blood Shard,Common,1,0,Quest,Quest,0,1,0,0,0,False,True
1422211387,5075,0,1,0,1,1,LONG,,,2021,9,18,22,9,Blood Shard,Common,1,0,Quest,Quest,0,1,0,0,0,False,True
1422211404,5075,0,1,0,1,1,LONG,,,2021,9,18,22,9,Blood Shard,Common,1,0,Quest,Quest,0,1,0,0,0,False,True
1422239046,3391,1,24,1,24,1,LONG,,,2021,9,18,22,10,Elixir of Ogre's Strength,Common,30,20,Consumable,Elixir,0,0,0,0,0,False,True
1422398477,2592,9,39,9,99,20,VERY_LONG,,,2021,9,18,22,24,Wool Cloth,Common,15,0,Trade Goods,Cloth,0,1,0,0,0,False,True
1422398517,774,2,0,2,0,1,VERY_LONG,,,2021,9,18,22,24,Malachite,Uncommon,7,0,Gem,Simple,0,0,0,0,0,False,True
1422411705,2592,9,39,9,99,20,VERY_LONG,,,2021,9,18,22,24,Wool Cloth,Common,15,0,Trade Goods,Cloth,0,1,0,0,0,False,True
1422419279,4852,1,2,1,7,1,LONG,,,2021,9,18,22,12,Flash Bomb,Common,37,27,Trade Goods,Explosives,0,12,0,3,0,False,True
1422550302,6368,1,88,1,98,1,VERY_LONG,,,2021,9,18,22,24,Recipe: Rainbow Fin Albacore,Common,15,0,Recipe,Cooking,0,4,0,1,0,False,False
1422555349,3357,0,91,0,96,20,LONG,,,2021,9,18,22,14,Liferoot,Common,30,0,Trade Goods,Herb,0,3,0,0,0,False,True
1422634582,2271,49,88,49,88,1,VERY_LONG,,,2021,9,18,22,16,Staff of the Blessed Seer,Rare,23,18,Weapon,Staff,1,62,0,32,0,True,False
1422658302,3818,0,12,0,12,2,LONG,,,2021,9,18,22,5,Fadeleaf,Common,32,0,Trade Goods,Herb,0,5,0,1,0,False,True
1422659785,5504,1,95,2,15,3,VERY_LONG,,,2021,9,18,22,6,Tangy Clam Meat,Common,23,0,Trade Goods,Meat,0,0,0,0,0,False,True
1422668973,2772,11,21,11,80,20,LONG,,,2021,9,18,22,4,Iron Ore,Common,30,0,Trade Goods,Metal & Stone,0,6,0,1,0,False,True
1422736607,6037,0,25,0,27,1,LONG,,,2021,9,18,22,6,Truesilver Bar,Uncommon,50,0,Trade Goods,Metal & Stone,0,50,0,12,0,False,True
1422738570,2318,0,2,0,3,1,VERY_LONG,,,2021,9,18,22,24,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422738622,2318,0,2,0,3,1,VERY_LONG,,,2021,9,18,22,24,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422746424,2318,0,2,0,3,1,VERY_LONG,,,2021,9,18,22,24,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422752018,6470,0,6,0,8,1,VERY_LONG,,,2021,9,18,22,24,Deviate Scale,Common,1,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422829479,6522,8,45,8,90,10,VERY_LONG,,,2021,9,18,22,19,Deviate Fish,Common,15,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1422832607,2555,75,99,89,99,1,VERY_LONG,,,2021,9,18,22,24,Recipe: Swiftness Potion,Uncommon,15,0,Recipe,Alchemy,0,1,0,0,0,False,False
1422890194,6373,0,30,0,32,1,VERY_LONG,,,2021,9,18,22,24,Elixir of Firepower,Common,28,18,Consumable,Elixir,0,1,0,0,0,False,True
1422738650,2318,0,2,0,3,1,VERY_LONG,,,2021,9,18,22,24,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422744807,4232,0,4,0,4,1,LONG,,,2021,9,18,22,6,Medium Hide,Common,20,0,Trade Goods,Leather,0,5,0,1,0,False,True
1422751793,2319,0,5,0,11,1,VERY_LONG,,,2021,9,18,22,24,Medium Leather,Common,20,0,Trade Goods,Leather,0,2,0,0,0,False,True
1422751981,6470,0,6,0,8,1,VERY_LONG,,,2021,9,18,22,24,Deviate Scale,Common,1,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422784234,6361,11,67,12,28,20,LONG,,,2021,9,18,22,7,Raw Rainbow Fin Albacore,Common,15,5,Trade Goods,Meat,0,0,0,0,0,False,True
1422829529,6522,8,45,8,90,10,VERY_LONG,,,2021,9,18,22,19,Deviate Fish,Common,15,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1422829764,6359,0,0,3,9,20,VERY_LONG,,,2021,9,18,22,18,Firefin Snapper,Common,25,0,Trade Goods,Other,0,0,0,0,0,False,True
1422832249,2449,0,0,3,10,20,VERY_LONG,,,2021,9,18,22,17,Earthroot,Common,5,0,Trade Goods,Herb,0,0,0,0,0,False,True
1422833106,3388,6,79,7,15,5,VERY_LONG,,,2021,9,18,22,24,Strong Troll's Blood Potion,Common,25,15,Consumable,Potion,0,1,0,0,0,False,True
1422850151,1716,50,0,50,0,1,VERY_LONG,,,2021,9,18,22,19,Robe of the Magi,Rare,40,35,Armor,Cloth,2,53,0,50,0,True,False
1422869592,2772,1,61,1,61,3,LONG,,,2021,9,18,22,4,Iron Ore,Common,30,0,Trade Goods,Metal & Stone,0,6,0,1,0,False,True
1422890166,6373,0,30,0,32,1,VERY_LONG,,,2021,9,18,22,24,Elixir of Firepower,Common,28,18,Consumable,Elixir,0,1,0,0,0,False,True
1422913126,6359,0,14,0,14,20,LONG,,,2021,9,18,22,7,Firefin Snapper,Common,25,0,Trade Goods,Other,0,0,0,0,0,False,True
1422919240,1529,0,90,0,90,1,VERY_LONG,,,2021,9,18,22,24,Jade,Uncommon,35,0,Gem,Simple,0,28,0,7,0,False,True
1422945152,2319,1,93,1,93,20,VERY_LONG,,,2021,9,18,22,6,Medium Leather,Common,20,0,Trade Goods,Leather,0,2,0,0,0,False,True
1422955735,2073,0,65,0,65,1,VERY_LONG,6,1504190080,2021,9,18,22,24,Dwarven Hatchet,Uncommon,15,10,Weapon,Axe,0,37,0,7,0,True,False
1422998529,1703,1,76,1,78,2,LONG,,,2021,9,18,22,9,Crystal Basilisk Spine,Common,35,25,Consumable,Other,0,3,0,0,0,False,True
1423097259,6418,1,93,1,93,1,VERY_LONG,,,2021,9,18,22,22,Aurora Sash,Uncommon,37,32,Armor,Cloth,0,84,0,16,0,True,False
1423098977,2770,1,80,2,0,1,LONG,,,2021,9,18,22,10,Copper Ore,Common,10,0,Trade Goods,Metal & Stone,0,0,0,0,0,False,True
1423100280,2304,0,56,0,60,4,LONG,,,2021,9,18,22,10,Light Armor Kit,Common,5,1,Consumable,Item Enhancement,0,0,0,0,0,False,True
1423212825,3355,10,39,10,49,20,VERY_LONG,,,2021,9,18,22,23,Wild Steelbloom,Common,22,0,Trade Goods,Herb,0,2,0,0,0,False,True
1423279762,4398,2,37,3,89,1,VERY_LONG,,,2021,9,18,22,24,Large Seaforium Charge,Common,40,0,Trade Goods,Explosives,0,36,0,9,0,False,True
1423286018,2771,21,7,23,0,20,VERY_LONG,,,2021,9,18,22,9,Tin Ore,Common,20,0,Trade Goods,Metal & Stone,0,1,0,0,0,False,True
1423346622,2840,17,90,20,0,10,VERY_LONG,,,2021,9,18,22,24,Copper Bar,Common,10,0,Trade Goods,Metal & Stone,0,0,0,0,0,False,True
1423385905,4306,0,3,0,3,1,VERY_LONG,,,2021,9,18,22,10,Silk Cloth,Common,30,0,Trade Goods,Cloth,0,6,0,1,0,False,True
1423392068,774,2,33,2,60,4,VERY_LONG,,,2021,9,18,22,24,Malachite,Uncommon,7,0,Gem,Simple,0,0,0,0,0,False,True
1423418125,6371,0,37,0,39,2,LONG,,,2021,9,18,22,13,Fire Oil,Common,25,0,Trade Goods,Other,0,0,0,0,0,False,True
1423613343,4625,3,75,3,75,4,LONG,,,2021,9,18,23,4,Firebloom,Common,41,0,Trade Goods,Herb,0,10,0,2,0,False,True
1423838419,2772,2,11,2,11,4,LONG,,,2021,9,19,1,2,Iron Ore,Common,30,0,Trade Goods,Metal & Stone,0,6,0,1,0,False,True
1422891469,6373,0,30,0,32,1,VERY_LONG,,,2021,9,18,22,24,Elixir of Firepower,Common,28,18,Consumable,Elixir,0,1,0,0,0,False,True
1422925442,6371,0,16,0,19,1,LONG,,,2021,9,18,22,4,Fire Oil,Common,25,0,Trade Goods,Other,0,0,0,0,0,False,True
1422926291,2775,55,8,57,97,13,LONG,,,2021,9,18,22,6,Silver Ore,Uncommon,10,0,Trade Goods,Metal & Stone,0,3,0,0,0,False,True
1422936848,4357,0,20,0,20,14,VERY_LONG,,,2021,9,18,22,16,Rough Blasting Powder,Common,5,0,Trade Goods,Parts,0,0,0,0,0,False,True
1422951281,2318,0,98,1,4,20,LONG,,,2021,9,18,22,8,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422981818,2319,0,9,0,9,1,VERY_LONG,,,2021,9,18,22,6,Medium Leather,Common,20,0,Trade Goods,Leather,0,2,0,0,0,False,True
1422985791,2318,0,16,0,16,5,VERY_LONG,,,2021,9,18,22,21,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422985831,2318,0,16,0,16,5,VERY_LONG,,,2021,9,18,22,21,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1423069039,3712,0,13,0,14,1,LONG,,,2021,9,18,22,9,Turtle Meat,Common,30,0,Trade Goods,Meat,0,3,0,0,0,False,True
1423069371,4603,1,33,1,39,20,VERY_LONG,,,2021,9,18,22,24,Raw Spotted Yellowtail,Common,45,35,Trade Goods,Meat,0,0,0,0,0,False,True
1423070569,1712,0,75,0,79,1,LONG,,,2021,9,18,22,5,Scroll of Spirit II,Common,25,15,Consumable,Scroll,0,2,0,0,0,False,True
1423076623,3369,0,8,0,8,1,LONG,,,2021,9,18,22,7,Grave Moss,Common,24,0,Trade Goods,Herb,0,1,0,0,0,False,True
1423076757,1712,0,75,0,79,1,LONG,,,2021,9,18,22,10,Scroll of Spirit II,Common,25,15,Consumable,Scroll,0,2,0,0,0,False,True
1423080005,2318,0,98,1,4,20,LONG,,,2021,9,18,22,10,Light Leather,Common,10,0,Trade Goods,Leather,0,0,0,0,0,False,True
1423096579,4231,0,17,0,17,1,LONG,,,2021,9,18,22,10,Cured Light Hide,Common,10,0,Trade Goods,Leather,0,4,0,1,0,False,True
1423138188,6657,6,20,6,20,5,VERY_LONG,,,2021,9,18,22,22,Savory Deviate Delight,Common,18,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1423170970,5633,417,79,417,79,1,VERY_LONG,,,2021,9,18,22,22,Great Rage Potion,Common,35,25,Consumable,Potion,0,6,0,1,0,False,True
1423228354,7067,1,46,1,54,1,LONG,,,2021,9,18,22,11,Elemental Earth,Common,25,0,Trade Goods,Elemental,0,16,0,4,0,False,True
1423235136,4304,1,36,1,43,20,LONG,,,2021,9,18,22,6,Thick Leather,Common,40,0,Trade Goods,Leather,0,12,0,3,0,False,True
1423249624,3869,0,15,0,15,1,VERY_LONG,,,2021,9,18,22,23,Plans: Shadow Crescent Axe,Uncommon,40,0,Recipe,Blacksmithing,0,50,0,12,0,False,False
1423265193,6657,11,79,11,79,10,LONG,,,2021,9,18,22,11,Savory Deviate Delight,Common,18,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1423283441,2840,27,3,29,0,20,VERY_LONG,,,2021,9,18,22,24,Copper Bar,Common,10,0,Trade Goods,Metal & Stone,0,0,0,0,0,False,True
1423337911,2841,1,32,1,55,1,LONG,,,2021,9,18,22,12,Bronze Bar,Common,20,0,Trade Goods,Metal & Stone,0,2,0,0,0,False,True
1423408407,1210,0,99,0,99,1,VERY_LONG,,,2021,9,18,22,24,Shadowgem,Uncommon,20,0,Gem,Simple,0,10,0,2,0,False,True
1423415560,3383,2,88,3,3,8,LONG,,,2021,9,18,22,5,Elixir of Wisdom,Common,20,10,Consumable,Elixir,0,4,0,1,0,False,True
1423420206,818,1,48,1,63,1,VERY_LONG,,,2021,9,18,22,24,Tigerseye,Uncommon,15,0,Gem,Simple,0,4,0,1,0,False,True
1423420474,4398,3,85,3,85,1,LONG,,,2021,9,18,22,13,Large Seaforium Charge,Common,40,0,Trade Goods,Explosives,0,36,0,9,0,False,True
1423421065,818,1,48,1,63,1,VERY_LONG,,,2021,9,18,22,24,Tigerseye,Uncommon,15,0,Gem,Simple,0,4,0,1,0,False,True
1423768245,2592,7,59,8,0,20,VERY_LONG,,,2021,9,19,0,3,Wool Cloth,Common,15,0,Trade Goods,Cloth,0,1,0,0,0,False,True
1421362706,7069,4,92,4,97,1,VERY_LONG,,,2021,9,18,22,24,Elemental Air,Common,25,0,Trade Goods,Elemental,0,16,0,4,0,False,True
1421629291,2452,3,50,3,50,1,VERY_LONG,,,2021,9,18,22,24,Swiftthistle,Common,15,0,Trade Goods,Herb,0,0,0,0,0,False,True
1421698523,3357,0,4,0,4,1,LONG,,,2021,9,18,22,5,Liferoot,Common,30,0,Trade Goods,Herb,0,3,0,0,0,False,True
1421730147,4088,2,85,3,15,1,LONG,682,168053376,2021,9,18,22,5,Dreadblade,Uncommon,47,42,Weapon,Dagger,9,26,1,85,0,True,False
1421752718,6303,1,89,1,90,20,LONG,,,2021,9,18,22,5,Raw Slitherskin Mackerel,Common,5,1,Trade Goods,Meat,0,0,0,0,0,False,True
1421880114,4461,0,22,0,28,10,LONG,,,2021,9,18,22,6,Raptor Hide,Common,30,0,Trade Goods,Leather,0,8,0,2,0,False,True
1422023646,5643,3,87,4,7,1,VERY_LONG,,,2021,9,18,22,10,Recipe: Great Rage Potion,Common,35,0,Recipe,Alchemy,0,20,0,5,0,False,False
1422036773,5082,0,0,0,0,1,LONG,,,2021,9,18,22,8,Thin Kodo Leather,Common,10,0,Trade Goods,Leather,0,1,0,0,0,False,True
1422043539,5498,0,11,0,11,1,VERY_LONG,,,2021,9,18,22,24,Small Lustrous Pearl,Uncommon,15,0,Gem,Simple,0,8,0,2,0,False,True
1422045818,4341,5,70,5,76,1,LONG,,,2021,9,18,22,8,Yellow Dye,Common,25,0,Trade Goods,Other,0,5,0,1,0,False,True
1422104739,2459,3,50,4,0,1,VERY_LONG,,,2021,9,18,22,24,Swiftness Potion,Common,15,5,Consumable,Potion,0,1,0,0,0,False,True
1422108812,3369,0,9,0,10,1,VERY_LONG,,,2021,9,18,22,24,Grave Moss,Common,24,0,Trade Goods,Herb,0,1,0,0,0,False,True
1422168624,5784,0,7,0,7,1,VERY_LONG,,,2021,9,18,22,24,Slimy Murloc Scale,Common,15,0,Trade Goods,Leather,0,3,0,0,0,False,True
1422298928,6040,8,50,8,94,1,VERY_LONG,,,2021,9,18,22,24,Golden Scale Bracers,Common,37,32,Armor,Mail,0,82,0,16,0,True,False
1422427551,7076,1,97,1,97,1,VERY_LONG,,,2021,9,18,22,24,Essence of Earth,Uncommon,55,0,Trade Goods,Elemental,0,16,0,4,0,False,True
1422556221,4604,1619,99,1619,99,1,LONG,,,2021,9,18,22,14,Forest Mushroom Cap,Common,5,1,Consumable,Food & Drink,0,0,0,0,0,False,True
1422600487,2450,6,45,6,79,20,VERY_LONG,,,2021,9,18,22,24,Briarthorn,Common,15,0,Trade Goods,Herb,0,1,0,0,0,False,True
1422607348,6795,0,89,0,99,1,VERY_LONG,,,2021,9,18,22,24,White Swashbuckler's Shirt,Common,32,0,Armor,Miscellaneous,0,20,0,5,0,True,False
1422656074,4419,0,45,0,45,1,VERY_LONG,,,2021,9,18,22,17,Scroll of Intellect III,Common,45,35,Consumable,Scroll,0,4,0,1,0,False,True
1422664111,2453,0,1,0,3,1,VERY_LONG,,,2021,9,18,22,24,Bruiseweed,Common,20,0,Trade Goods,Herb,0,1,0,0,0,False,True
1422745302,2836,3,99,3,99,20,VERY_LONG,,,2021,9,18,22,10,Coarse Stone,Common,15,0,Trade Goods,Metal & Stone,0,0,0,0,0,False,True
1422751993,6470,0,6,0,8,1,VERY_LONG,,,2021,9,18,22,24,Deviate Scale,Common,1,0,Trade Goods,Leather,0,0,0,0,0,False,True
1422829550,6522,8,45,8,90,10,VERY_LONG,,,2021,9,18,22,19,Deviate Fish,Common,15,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1422873509,6657,19,99,24,39,20,VERY_LONG,,,2021,9,18,22,20,Savory Deviate Delight,Common,18,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1422889652,7069,4,44,4,67,1,VERY_LONG,,,2021,9,18,22,20,Elemental Air,Common,25,0,Trade Goods,Elemental,0,16,0,4,0,False,True
1422919268,1529,0,90,0,90,1,VERY_LONG,,,2021,9,18,22,24,Jade,Uncommon,35,0,Gem,Simple,0,28,0,7,0,False,True
1422981736,2319,0,9,0,9,1,VERY_LONG,,,2021,9,18,22,6,Medium Leather,Common,20,0,Trade Goods,Leather,0,2,0,0,0,False,True
1423053724,4499,15,16,15,79,1,LONG,,,2021,9,18,22,9,Huge Brown Sack,Common,35,0,Container,Bag,10,0,2,50,0,True,False
1423059519,4404,0,0,0,0,1,VERY_LONG,,,2021,9,18,22,4,Silver Contact,Common,18,0,Trade Goods,Parts,0,1,0,0,0,False,True
1423860418,2771,0,97,1,14,1,LONG,,,2021,9,19,1,6,Tin Ore,Common,20,0,Trade Goods,Metal & Stone,0,1,0,0,0,False,True
1423653392,3914,2,69,2,83,1,VERY_LONG,,,2021,9,18,23,4,Journeyman's Backpack,Common,45,0,Container,Bag,2,50,0,62,0,True,False
1423865170,4338,2,93,2,93,20,LONG,,,2021,9,19,1,10,Mageweave Cloth,Common,40,0,Trade Goods,Cloth,0,10,0,2,0,False,True
1423747627,2835,1,1,1,12,20,VERY_LONG,,,2021,9,19,0,3,Rough Stone,Common,5,0,Trade Goods,Metal & Stone,0,0,0,0,0,False,True
1423883636,6657,23,58,23,58,20,VERY_LONG,,,2021,9,19,1,2,Savory Deviate Delight,Common,18,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1420769038,4338,0,19,0,19,1,VERY_LONG,,,2021,9,18,22,19,Mageweave Cloth,Common,40,0,Trade Goods,Cloth,0,10,0,2,0,False,True
1420561355,3369,0,9,0,10,1,VERY_LONG,,,2021,9,18,22,17,Grave Moss,Common,24,0,Trade Goods,Herb,0,1,0,0,0,False,True
1420708508,2632,0,99,1,49,1,VERY_LONG,1547,1395594240,2021,9,18,22,19,Curved Dagger,Uncommon,14,9,Weapon,Dagger,0,30,0,6,0,True,False
1420352186,2934,0,32,0,34,10,LONG,,,2021,9,18,22,13,Ruined Leather Scraps,Common,5,0,Trade Goods,Leather,0,0,0,0,0,False,True
1419889906,5498,0,21,0,23,1,LONG,,,2021,9,18,22,7,Small Lustrous Pearl,Uncommon,15,0,Gem,Simple,0,8,0,2,0,False,True
1420300160,5784,0,8,0,8,1,LONG,,,2021,9,18,22,12,Slimy Murloc Scale,Common,15,0,Trade Goods,Leather,0,3,0,0,0,False,True
1420206369,2996,0,94,0,99,10,LONG,,,2021,9,18,22,10,Bolt of Linen Cloth,Common,10,0,Trade Goods,Cloth,0,1,0,0,0,False,True
1420816319,4454,129,89,130,3,1,VERY_LONG,,,2021,9,18,22,20,Talon of Vultros,Rare,26,21,Weapon,Dagger,1,90,0,38,0,True,False
1420956748,2447,0,6,0,6,5,VERY_LONG,,,2021,9,18,22,22,Peacebloom,Common,5,0,Trade Goods,Herb,0,0,0,0,0,False,True
1421026159,3192,0,99,1,0,1,VERY_LONG,670,1346350976,2021,9,18,22,10,Short Bastard Sword,Uncommon,12,7,Weapon,Sword,0,24,0,4,0,True,False
1421175985,2447,0,19,0,20,19,VERY_LONG,,,2021,9,18,22,24,Peacebloom,Common,5,0,Trade Goods,Herb,0,0,0,0,0,False,True
1421290561,5634,0,0,2,99,1,VERY_LONG,,,2021,9,18,22,21,Free Action Potion,Common,30,20,Consumable,Potion,0,3,0,0,0,False,True
1424075716,4623,1,89,1,89,1,LONG,,,2021,9,19,3,14,Lesser Stoneshield Potion,Common,43,33,Consumable,Potion,0,15,0,3,0,False,True
1424071143,3914,1,77,1,77,1,VERY_LONG,,,2021,9,19,3,2,Journeyman's Backpack,Common,45,0,Container,Bag,2,50,0,62,0,True,False
1424034351,6359,0,13,0,13,20,LONG,,,2021,9,19,2,3,Firefin Snapper,Common,25,0,Trade Goods,Other,0,0,0,0,0,False,True
1424093773,6657,1,10,1,16,1,VERY_LONG,,,2021,9,19,3,19,Savory Deviate Delight,Common,18,0,Consumable,Food & Drink,0,0,0,0,0,False,True
1424100455,4304,3,52,3,60,20,LONG,,,2021,9,19,3,9,Thick Leather,Common,40,0,Trade Goods,Leather,0,12,0,3,0,False,True
1424104646,2452,14,50,15,0,7,VERY_LONG,,,2021,9,19,3,16,Swiftthistle,Common,15,0,Trade Goods,Herb,0,0,0,0,0,False,True
1424100931,4234,4,0,4,0,20,LONG,,,2021,9,19,3,2,Heavy Leather,Common,30,0,Trade Goods,Leather,0,6,0,1,0,False,True
1424132827,2841,4,94,5,20,5,LONG,,,2021,9,19,3,5,Bronze Bar,Common,20,0,Trade Goods,Metal & Stone,0,2,0,0,0,False,True
1424134119,858,0,3,0,3,5,VERY_LONG,,,2021,9,19,3,15,Lesser Healing Potion,Common,13,3,Consumable,Potion,0,1,0,0,0,False,True
1424139627,4306,0,67,0,68,20,LONG,,,2021,9,19,3,3,Silk Cloth,Common,30,0,Trade Goods,Cloth,0,6,0,1,0,False,True
